user_id,segment,total_orders,total_spend,cancellation_rate,total_events,viewed_products,completed_orders
U005900,3,5.0,2063.19,0.2,7.0,7.0,1.0
U005901,1,3.0,520.0400000000001,0.0,8.0,8.0,0.0
U005902,3,3.0,1010.4399999999999,0.3333333333333333,7.0,7.0,1.0
U005903,2,1.0,923.52,0.0,11.0,11.0,0.0
U005904,2,0.0,0.0,0.0,12.0,12.0,0.0
U005905,2,0.0,0.0,0.0,14.0,14.0,0.0
U005906,0,1.0,645.5,1.0,6.0,6.0,0.0
U005907,2,3.0,1310.24,0.0,11.0,11.0,0.0
U005908,1,1.0,570.37,0.0,5.0,5.0,0.0
U005909,1,1.0,727.82,0.0,7.0,7.0,0.0
U005910,0,2.0,229.31,0.5,6.0,6.0,0.0
U005911,2,0.0,0.0,0.0,15.0,15.0,0.0
U005912,2,1.0,26.26,0.0,9.0,9.0,0.0
U005913,3,5.0,4068.5199999999995,0.2,8.0,8.0,1.0
U005914,3,7.0,2476.91,0.0,8.0,8.0,2.0
U005915,2,2.0,414.31,0.0,10.0,10.0,1.0
U005916,1,3.0,1375.7,0.0,6.0,6.0,0.0
U005917,3,3.0,2211.81,0.3333333333333333,7.0,7.0,1.0
U005918,0,1.0,4354.04,1.0,7.0,7.0,0.0
U005919,1,1.0,718.65,0.0,4.0,4.0,0.0
U005920,0,3.0,2134.71,0.3333333333333333,7.0,7.0,0.0
U005921,3,3.0,7471.96,0.0,8.0,8.0,1.0
U005922,1,2.0,2291.5499999999997,0.0,8.0,8.0,0.0
U005923,3,3.0,898.45,0.3333333333333333,9.0,9.0,1.0
U005924,1,1.0,108.57,0.0,7.0,7.0,0.0
U005925,1,2.0,2215.4300000000003,0.0,8.0,8.0,0.0
U005926,2,1.0,89.93,0.0,9.0,9.0,0.0
U005927,1,1.0,484.84,0.0,6.0,6.0,0.0
U005928,3,2.0,1679.58,0.0,8.0,8.0,1.0
U005929,3,4.0,3502.69,0.5,6.0,6.0,1.0
U005930,1,1.0,69.88,0.0,7.0,7.0,0.0
U005931,2,4.0,603.05,0.0,15.0,15.0,0.0
U005932,1,1.0,16.62,0.0,5.0,5.0,1.0
U005933,0,3.0,1432.13,0.3333333333333333,8.0,8.0,0.0
U005934,0,1.0,364.15,1.0,9.0,9.0,0.0
U005935,0,2.0,1954.13,0.5,8.0,8.0,0.0
U005936,3,5.0,432.06,0.0,5.0,5.0,2.0
U005937,1,1.0,332.78,0.0,8.0,8.0,1.0
U005938,1,1.0,375.91,0.0,6.0,6.0,0.0
U005939,2,0.0,0.0,0.0,9.0,9.0,0.0
U005940,1,2.0,374.04,0.0,7.0,7.0,0.0
U005941,2,1.0,1290.86,0.0,9.0,9.0,1.0
U005942,1,2.0,271.29,0.0,8.0,8.0,0.0
U005943,2,1.0,95.66,0.0,10.0,10.0,1.0
U005944,2,1.0,63.98,0.0,14.0,14.0,0.0
U005945,1,2.0,733.41,0.5,3.0,3.0,0.0
U005946,2,1.0,1604.92,0.0,9.0,9.0,0.0
U005947,2,0.0,0.0,0.0,10.0,10.0,0.0
U005948,2,2.0,813.44,0.0,9.0,9.0,1.0
U005949,0,1.0,983.44,1.0,6.0,6.0,0.0
U005950,1,1.0,183.35,0.0,7.0,7.0,0.0
U005951,2,2.0,486.48,0.0,11.0,11.0,1.0
U005952,3,4.0,1849.11,0.25,7.0,7.0,0.0
U005953,2,1.0,1136.07,0.0,13.0,13.0,0.0
U005954,2,2.0,701.25,0.5,12.0,12.0,0.0
U005955,3,6.0,2417.26,0.3333333333333333,9.0,9.0,3.0
U005956,1,1.0,744.59,0.0,4.0,4.0,0.0
U005957,2,2.0,99.13,0.5,11.0,11.0,1.0
U005958,2,1.0,34.11,0.0,10.0,10.0,0.0
U005959,2,1.0,3226.11,0.0,11.0,11.0,0.0
U005960,2,3.0,910.56,0.0,10.0,10.0,0.0
U005961,3,2.0,1236.85,0.0,6.0,6.0,2.0
U005962,1,2.0,647.64,0.0,6.0,6.0,0.0
U005963,2,2.0,363.44000000000005,0.0,14.0,14.0,0.0
U005964,0,3.0,968.09,0.6666666666666666,11.0,11.0,0.0
U005965,1,2.0,2425.65,0.0,8.0,8.0,0.0
U005966,3,3.0,1405.46,0.0,8.0,8.0,1.0
U005967,3,4.0,3988.3199999999997,0.25,13.0,13.0,1.0
U005968,0,4.0,1900.8300000000002,0.5,8.0,8.0,0.0
U005969,3,3.0,454.21,0.3333333333333333,7.0,7.0,1.0
U005970,1,1.0,214.61,0.0,8.0,8.0,0.0
U005971,1,1.0,284.87,0.0,5.0,5.0,1.0
U005972,1,1.0,529.06,0.0,7.0,7.0,0.0
U005973,0,2.0,279.18,0.5,8.0,8.0,0.0
U005974,2,0.0,0.0,0.0,12.0,12.0,0.0
U005975,1,3.0,676.49,0.0,7.0,7.0,0.0
U005976,1,0.0,0.0,0.0,8.0,8.0,0.0
U005977,1,2.0,2448.7700000000004,0.0,8.0,8.0,0.0
U005978,3,2.0,2041.3,0.0,9.0,9.0,1.0
U005979,1,0.0,0.0,0.0,7.0,7.0,0.0
U005980,0,1.0,126.93,1.0,9.0,9.0,0.0
U005981,2,0.0,0.0,0.0,12.0,12.0,0.0
U005982,0,2.0,316.08,0.5,9.0,9.0,0.0
U005983,2,1.0,475.8,0.0,9.0,9.0,1.0
U005984,1,2.0,1292.79,0.0,6.0,6.0,0.0
U005985,2,1.0,368.11,0.0,12.0,12.0,1.0
U005986,2,2.0,1109.32,0.5,15.0,15.0,0.0
U005987,3,3.0,3561.7300000000005,0.3333333333333333,7.0,7.0,0.0
U005988,2,2.0,499.07,0.0,10.0,10.0,0.0
U005989,1,2.0,600.4599999999999,0.0,6.0,6.0,0.0
U005990,2,1.0,357.41,0.0,10.0,10.0,0.0
U005991,2,0.0,0.0,0.0,9.0,9.0,0.0
U005992,0,4.0,1015.23,0.25,8.0,8.0,0.0
U005993,0,1.0,231.84,1.0,9.0,9.0,0.0
U005994,0,1.0,394.37,1.0,7.0,7.0,0.0
U005995,3,3.0,2104.0,0.3333333333333333,7.0,7.0,1.0
U005996,1,2.0,508.58,0.0,8.0,8.0,0.0
U005997,3,4.0,1291.42,0.25,9.0,9.0,1.0
U005998,2,0.0,0.0,0.0,14.0,14.0,0.0
U005999,3,3.0,2364.96,0.0,8.0,7.0,0.0
U006000,3,5.0,3386.1499999999996,0.2,7.0,7.0,1.0
U006001,1,1.0,1552.0,0.0,7.0,7.0,0.0
U006002,1,2.0,425.28999999999996,0.0,4.0,4.0,2.0
U006003,3,3.0,436.18,0.3333333333333333,8.0,7.0,1.0
U006004,1,2.0,473.11,0.0,5.0,5.0,0.0
U006005,3,4.0,5934.21,0.0,6.0,6.0,1.0
U006006,2,2.0,602.8699999999999,0.0,11.0,11.0,0.0
U006007,0,2.0,104.09,0.5,9.0,9.0,0.0
U006008,1,1.0,70.32,0.0,3.0,3.0,1.0
U006009,1,2.0,462.06999999999994,0.0,8.0,8.0,0.0
U006010,0,1.0,83.41,1.0,7.0,7.0,0.0
U006011,2,4.0,1663.4799999999998,0.5,12.0,12.0,0.0
U006012,2,1.0,393.93,0.0,9.0,9.0,0.0
U006013,1,1.0,202.62,0.0,6.0,6.0,0.0
U006014,1,0.0,0.0,0.0,7.0,7.0,0.0
U006015,3,3.0,694.86,0.3333333333333333,8.0,8.0,1.0
U006016,1,1.0,404.72,0.0,8.0,8.0,0.0
U006017,0,3.0,725.5699999999999,0.6666666666666666,3.0,3.0,0.0
U006018,1,3.0,1317.37,0.3333333333333333,5.0,5.0,0.0
U006019,2,1.0,344.62,0.0,10.0,10.0,0.0
U006020,1,2.0,80.28,0.0,7.0,7.0,1.0
U006021,1,0.0,0.0,0.0,5.0,5.0,0.0
U006022,2,3.0,1319.65,0.3333333333333333,12.0,12.0,0.0
U006023,0,1.0,375.37,1.0,9.0,9.0,0.0
U006024,0,1.0,801.6,1.0,5.0,5.0,0.0
U006025,2,1.0,128.53,0.0,11.0,11.0,0.0
U006026,3,3.0,2781.33,0.0,8.0,8.0,0.0
U006027,2,2.0,882.87,0.0,9.0,9.0,0.0
U006028,0,3.0,2433.96,0.6666666666666666,8.0,8.0,0.0
U006029,1,1.0,513.39,0.0,7.0,7.0,0.0
U006030,0,2.0,550.64,0.5,5.0,5.0,0.0
U006031,1,3.0,1597.05,0.3333333333333333,4.0,4.0,0.0
U006032,3,3.0,1264.1100000000001,0.0,4.0,4.0,2.0
U006033,1,2.0,3784.29,0.0,6.0,6.0,0.0
U006034,2,1.0,255.21,0.0,11.0,11.0,0.0
U006035,2,2.0,1300.71,0.0,13.0,13.0,1.0
U006036,1,2.0,860.8100000000001,0.5,3.0,3.0,0.0
U006037,3,5.0,2801.59,0.0,7.0,7.0,3.0
U006038,3,6.0,2303.4700000000003,0.0,7.0,7.0,0.0
U006039,0,3.0,970.2,0.6666666666666666,10.0,10.0,0.0
U006040,1,0.0,0.0,0.0,5.0,5.0,0.0
U006041,1,0.0,0.0,0.0,8.0,8.0,0.0
U006042,1,0.0,0.0,0.0,2.0,2.0,0.0
U006043,2,2.0,750.19,0.5,16.0,15.0,0.0
U006044,1,1.0,615.9,0.0,6.0,6.0,0.0
U006045,3,4.0,1375.1,0.25,7.0,7.0,0.0
U006046,2,0.0,0.0,0.0,23.0,23.0,0.0
U006047,2,2.0,1294.35,0.5,11.0,11.0,0.0
U006048,3,5.0,2518.46,0.0,6.0,6.0,1.0
U006049,3,2.0,3862.54,0.0,4.0,4.0,1.0
U006050,2,3.0,2211.46,0.3333333333333333,18.0,18.0,0.0
U006051,1,2.0,2148.42,0.0,6.0,6.0,0.0
U006052,2,1.0,99.54,0.0,14.0,14.0,0.0
U006053,1,1.0,265.37,0.0,7.0,7.0,0.0
U006054,2,1.0,26.21,0.0,10.0,10.0,1.0
U006055,0,2.0,694.8399999999999,0.5,4.0,4.0,0.0
U006056,1,0.0,0.0,0.0,7.0,7.0,0.0
U006057,1,2.0,48.739999999999995,0.0,8.0,8.0,0.0
U006058,0,3.0,2024.8600000000001,0.3333333333333333,9.0,9.0,0.0
U006059,2,0.0,0.0,0.0,9.0,9.0,0.0
U006060,1,3.0,710.58,0.0,5.0,5.0,1.0
U006061,1,0.0,0.0,0.0,6.0,6.0,0.0
U006062,2,2.0,972.5799999999999,0.0,12.0,12.0,0.0
U006063,1,0.0,0.0,0.0,8.0,8.0,0.0
U006064,1,1.0,311.35,0.0,7.0,7.0,0.0
U006065,0,2.0,629.1999999999999,0.5,6.0,6.0,0.0
U006066,0,2.0,61.05,0.5,7.0,7.0,0.0
U006067,3,4.0,2662.5299999999997,0.25,10.0,10.0,1.0
U006068,0,2.0,1452.77,1.0,7.0,7.0,0.0
U006069,1,1.0,69.5,0.0,7.0,7.0,0.0
U006070,1,0.0,0.0,0.0,7.0,7.0,0.0
U006071,0,2.0,71.44,0.5,8.0,8.0,1.0
U006072,3,4.0,4762.24,0.0,8.0,8.0,1.0
U006073,0,2.0,3266.11,0.5,11.0,10.0,0.0
U006074,1,1.0,888.9,0.0,6.0,6.0,0.0
U006075,3,5.0,1284.6399999999999,0.2,6.0,6.0,1.0
U006076,2,2.0,2767.37,0.0,11.0,11.0,1.0
U006077,0,2.0,682.25,0.5,7.0,7.0,1.0
U006078,3,3.0,1142.31,0.0,5.0,5.0,2.0
U006079,1,2.0,179.7,0.0,6.0,6.0,0.0
U006080,0,2.0,1425.26,0.5,9.0,9.0,0.0
U006081,0,2.0,214.07,0.5,8.0,8.0,0.0
U006082,1,1.0,264.33,0.0,6.0,6.0,0.0
U006083,0,1.0,231.26,1.0,9.0,9.0,0.0
U006084,1,0.0,0.0,0.0,7.0,7.0,0.0
U006085,3,4.0,3204.4,0.25,10.0,10.0,0.0
U006086,0,3.0,2332.75,0.6666666666666666,5.0,5.0,0.0
U006087,3,4.0,2451.57,0.25,8.0,8.0,0.0
U006088,2,1.0,2013.19,0.0,11.0,11.0,1.0
U006089,1,2.0,113.13,0.0,4.0,4.0,0.0
U006090,3,4.0,1007.0400000000001,0.25,6.0,6.0,1.0
U006091,1,2.0,278.59000000000003,0.0,7.0,7.0,1.0
U006092,3,2.0,4153.71,0.0,5.0,5.0,1.0
U006093,3,2.0,3945.52,0.0,6.0,6.0,1.0
U006094,1,1.0,801.37,0.0,8.0,8.0,0.0
U006095,1,0.0,0.0,0.0,6.0,6.0,0.0
U006096,3,5.0,5671.98,0.0,6.0,6.0,2.0
U006097,3,4.0,4668.38,0.0,6.0,6.0,1.0
U006098,1,0.0,0.0,0.0,6.0,6.0,0.0
U006099,3,4.0,3947.02,0.25,8.0,8.0,1.0
U006100,3,6.0,739.99,0.16666666666666666,5.0,5.0,0.0
U006101,0,2.0,885.9000000000001,0.5,7.0,7.0,0.0
U006102,1,3.0,2155.02,0.0,3.0,3.0,0.0
U006103,3,4.0,3013.34,0.25,9.0,9.0,1.0
U006104,3,5.0,3579.8199999999997,0.0,8.0,8.0,0.0
U006105,3,4.0,1409.92,0.0,9.0,9.0,1.0
U006106,0,2.0,1606.75,0.5,9.0,8.0,0.0
U006107,2,1.0,155.25,0.0,9.0,9.0,1.0
U006108,2,2.0,1693.1599999999999,0.0,9.0,9.0,1.0
U006109,1,0.0,0.0,0.0,7.0,7.0,0.0
U006110,0,2.0,177.31,0.5,10.0,10.0,0.0
U006111,2,1.0,112.71,0.0,9.0,9.0,0.0
U006112,1,0.0,0.0,0.0,5.0,5.0,0.0
U006113,1,1.0,1395.25,0.0,7.0,7.0,0.0
U006114,1,0.0,0.0,0.0,8.0,8.0,0.0
U006115,1,1.0,334.11,0.0,8.0,8.0,1.0
U006116,1,1.0,63.35,0.0,8.0,8.0,0.0
U006117,3,4.0,1057.64,0.0,10.0,10.0,2.0
U006118,1,0.0,0.0,0.0,7.0,7.0,0.0
U006119,2,2.0,652.18,0.0,10.0,10.0,1.0
U006120,2,0.0,0.0,0.0,9.0,9.0,0.0
U006121,2,1.0,1685.35,0.0,11.0,11.0,0.0
U006122,2,2.0,714.0799999999999,0.0,10.0,10.0,1.0
U006123,1,0.0,0.0,0.0,8.0,8.0,0.0
U006124,3,5.0,5731.79,0.4,4.0,4.0,1.0
U006125,1,3.0,278.78000000000003,0.0,5.0,5.0,1.0
U006126,3,3.0,2308.39,0.0,5.0,5.0,1.0
U006127,3,3.0,713.0799999999999,0.0,8.0,8.0,1.0
U006128,3,7.0,6238.3,0.2857142857142857,5.0,5.0,1.0
U006129,1,2.0,634.87,0.5,3.0,3.0,0.0
U006130,1,2.0,1723.2400000000002,0.0,4.0,4.0,0.0
U006131,1,3.0,999.33,0.0,8.0,8.0,0.0
U006132,2,2.0,220.27999999999997,0.0,10.0,10.0,1.0
U006133,2,3.0,1591.18,0.0,17.0,16.0,0.0
U006134,1,1.0,66.45,0.0,8.0,8.0,1.0
U006135,1,1.0,1536.32,0.0,8.0,8.0,0.0
U006136,2,1.0,225.5,0.0,11.0,11.0,0.0
U006137,2,2.0,635.05,0.0,9.0,9.0,1.0
U006138,2,1.0,313.84,0.0,10.0,10.0,1.0
U006139,2,1.0,677.07,0.0,10.0,10.0,0.0
U006140,3,3.0,2116.73,0.3333333333333333,9.0,9.0,1.0
U006141,1,1.0,1561.41,0.0,8.0,8.0,0.0
U006142,1,2.0,733.78,0.0,6.0,6.0,1.0
U006143,1,2.0,166.24,0.0,6.0,6.0,0.0
U006144,0,2.0,80.0,1.0,9.0,9.0,0.0
U006145,1,2.0,2510.44,0.0,6.0,6.0,0.0
U006146,2,1.0,40.03,0.0,9.0,9.0,0.0
U006147,3,4.0,3445.05,0.25,8.0,8.0,0.0
U006148,1,0.0,0.0,0.0,3.0,3.0,0.0
U006149,0,3.0,1476.07,0.3333333333333333,8.0,8.0,0.0
U006150,3,3.0,2740.05,0.3333333333333333,6.0,6.0,2.0
U006151,1,1.0,27.84,0.0,8.0,8.0,0.0
U006152,0,2.0,2221.3399999999997,0.5,6.0,6.0,0.0
U006153,2,2.0,481.44,0.0,14.0,14.0,0.0
U006154,1,1.0,955.71,0.0,3.0,3.0,0.0
U006155,1,1.0,581.58,0.0,4.0,4.0,0.0
U006156,1,1.0,65.0,0.0,5.0,5.0,0.0
U006157,0,2.0,2194.61,0.5,8.0,8.0,0.0
U006158,2,1.0,347.36,0.0,12.0,12.0,0.0
U006159,3,6.0,2433.25,0.16666666666666666,6.0,6.0,0.0
U006160,1,4.0,1626.19,0.0,6.0,6.0,0.0
U006161,1,1.0,394.21,0.0,7.0,7.0,0.0
U006162,2,1.0,38.84,0.0,12.0,12.0,0.0
U006163,2,0.0,0.0,0.0,14.0,14.0,0.0
U006164,2,1.0,119.48,0.0,9.0,9.0,1.0
U006165,3,6.0,4925.02,0.16666666666666666,8.0,8.0,0.0
U006166,3,5.0,3585.87,0.2,11.0,11.0,0.0
U006167,2,3.0,1490.96,0.0,12.0,12.0,0.0
U006168,3,3.0,3429.41,0.0,7.0,7.0,1.0
U006169,1,2.0,967.7800000000001,0.0,8.0,8.0,1.0
U006170,0,2.0,1486.19,0.5,8.0,8.0,0.0
U006171,2,2.0,304.98,0.0,13.0,13.0,0.0
U006172,1,0.0,0.0,0.0,4.0,4.0,0.0
U006173,3,5.0,2509.1600000000003,0.2,4.0,4.0,0.0
U006174,1,2.0,1179.33,0.0,7.0,7.0,0.0
U006175,1,2.0,631.88,0.0,8.0,8.0,0.0
U006176,1,2.0,817.28,0.0,5.0,5.0,0.0
U006177,2,3.0,963.89,0.3333333333333333,10.0,9.0,0.0
U006178,1,1.0,488.59,0.0,7.0,7.0,1.0
U006179,2,2.0,740.6700000000001,0.0,12.0,12.0,2.0
U006180,0,5.0,2115.08,0.6,11.0,11.0,0.0
U006181,1,4.0,1461.2,0.25,5.0,5.0,0.0
U006182,3,5.0,4456.849999999999,0.2,10.0,10.0,1.0
U006183,3,2.0,3818.63,0.0,6.0,6.0,1.0
U006184,2,1.0,705.88,0.0,14.0,14.0,1.0
U006185,1,2.0,373.28999999999996,0.0,7.0,7.0,1.0
U006186,3,4.0,1690.6,0.0,9.0,9.0,1.0
U006187,1,0.0,0.0,0.0,7.0,7.0,0.0
U006188,1,1.0,472.13,0.0,6.0,6.0,0.0
U006189,0,2.0,2447.2,0.5,9.0,8.0,0.0
U006190,0,3.0,691.2,0.3333333333333333,7.0,7.0,0.0
U006191,0,4.0,1946.63,0.5,5.0,5.0,0.0
U006192,1,1.0,97.47,0.0,6.0,6.0,1.0
U006193,1,2.0,319.15999999999997,0.0,7.0,7.0,1.0
U006194,2,1.0,142.13,0.0,9.0,9.0,0.0
U006195,1,2.0,876.4200000000001,0.0,7.0,7.0,0.0
U006196,3,4.0,2355.49,0.25,8.0,8.0,1.0
U006197,1,1.0,742.01,0.0,4.0,4.0,0.0
U006198,2,0.0,0.0,0.0,14.0,14.0,0.0
U006199,2,2.0,192.85,0.5,12.0,12.0,0.0
U006200,1,1.0,70.8,0.0,3.0,3.0,0.0
U006201,1,2.0,532.26,0.0,6.0,6.0,0.0
U006202,0,1.0,644.73,1.0,5.0,5.0,0.0
U006203,1,3.0,877.96,0.3333333333333333,4.0,4.0,0.0
U006204,1,0.0,0.0,0.0,5.0,5.0,0.0
U006205,1,1.0,104.12,0.0,7.0,7.0,0.0
U006206,3,3.0,5771.620000000001,0.6666666666666666,5.0,5.0,1.0
U006207,1,1.0,84.13,0.0,8.0,8.0,0.0
U006208,3,2.0,4421.2300000000005,0.0,6.0,6.0,1.0
U006209,1,2.0,777.0,0.0,6.0,6.0,1.0
U006210,3,4.0,3386.43,0.0,7.0,7.0,0.0
U006211,0,2.0,660.57,0.5,5.0,5.0,1.0
U006212,2,1.0,271.71,0.0,10.0,10.0,0.0
U006213,1,0.0,0.0,0.0,7.0,7.0,0.0
U006214,0,2.0,1288.25,0.5,5.0,5.0,1.0
U006215,3,2.0,3142.2299999999996,0.0,10.0,10.0,2.0
U006216,3,3.0,1586.67,0.0,7.0,7.0,1.0
U006217,0,1.0,475.53,1.0,8.0,8.0,0.0
U006218,2,3.0,734.28,0.0,13.0,13.0,0.0
U006219,2,1.0,5.84,0.0,9.0,9.0,0.0
U006220,2,2.0,514.34,0.0,9.0,9.0,1.0
U006221,2,2.0,3460.9900000000002,0.0,12.0,12.0,0.0
U006222,3,5.0,3457.09,0.4,4.0,4.0,1.0
U006223,2,0.0,0.0,0.0,9.0,9.0,0.0
U006224,1,0.0,0.0,0.0,6.0,6.0,0.0
U006225,2,3.0,485.91,0.0,11.0,11.0,1.0
U006226,0,1.0,2477.86,1.0,9.0,9.0,0.0
U006227,1,0.0,0.0,0.0,5.0,5.0,0.0
U006228,1,2.0,1515.48,0.0,8.0,8.0,0.0
U006229,3,4.0,2770.39,0.0,10.0,10.0,1.0
U006230,3,4.0,617.2,0.25,8.0,8.0,1.0
U006231,3,2.0,9486.289999999999,0.0,1.0,1.0,0.0
U006232,0,1.0,170.22,1.0,7.0,7.0,0.0
U006233,3,3.0,11234.220000000001,0.3333333333333333,10.0,10.0,0.0
U006234,2,1.0,591.68,0.0,11.0,11.0,0.0
U006235,3,4.0,4369.32,0.25,9.0,9.0,1.0
U006236,2,2.0,983.5799999999999,0.0,9.0,9.0,0.0
U006237,3,4.0,639.95,0.0,6.0,6.0,1.0
U006238,3,2.0,672.25,0.0,9.0,9.0,2.0
U006239,2,0.0,0.0,0.0,17.0,17.0,0.0
U006240,3,4.0,938.04,0.0,9.0,9.0,1.0
U006241,3,3.0,2627.02,0.0,8.0,8.0,0.0
U006242,3,5.0,2731.9500000000003,0.0,8.0,8.0,1.0
U006243,0,2.0,1593.04,0.5,9.0,9.0,1.0
U006244,0,3.0,435.93,0.3333333333333333,8.0,8.0,0.0
U006245,1,0.0,0.0,0.0,7.0,7.0,0.0
U006246,1,3.0,2366.7799999999997,0.0,3.0,3.0,0.0
U006247,3,5.0,3530.3199999999997,0.2,10.0,9.0,0.0
U006248,1,0.0,0.0,0.0,5.0,5.0,0.0
U006249,1,3.0,1031.17,0.0,5.0,5.0,0.0
U006250,0,3.0,360.46,0.6666666666666666,5.0,5.0,0.0
U006251,1,0.0,0.0,0.0,7.0,7.0,0.0
U006252,0,2.0,2831.86,0.5,6.0,6.0,0.0
U006253,1,2.0,211.72,0.0,8.0,8.0,0.0
U006254,2,0.0,0.0,0.0,9.0,9.0,0.0
U006255,3,5.0,2640.57,0.0,12.0,12.0,1.0
U006256,1,3.0,574.24,0.3333333333333333,5.0,5.0,0.0
U006257,3,4.0,4976.48,0.0,7.0,7.0,1.0
U006258,0,2.0,105.3,0.5,10.0,10.0,0.0
U006259,0,1.0,52.54,1.0,9.0,9.0,0.0
U006260,1,3.0,460.02,0.3333333333333333,6.0,6.0,0.0
U006261,1,2.0,307.18,0.0,5.0,5.0,1.0
U006262,2,1.0,58.1,0.0,11.0,11.0,0.0
U006263,1,2.0,336.42999999999995,0.0,4.0,4.0,0.0
U006264,1,0.0,0.0,0.0,5.0,5.0,0.0
U006265,1,3.0,585.3900000000001,0.0,5.0,5.0,0.0
U006266,2,0.0,0.0,0.0,12.0,11.0,0.0
U006267,3,3.0,2640.35,0.0,8.0,8.0,2.0
U006268,3,4.0,3481.25,0.25,9.0,9.0,1.0
U006269,0,2.0,3054.0099999999998,0.5,7.0,7.0,0.0
U006270,1,1.0,1247.67,0.0,4.0,4.0,0.0
U006271,1,1.0,204.76,0.0,8.0,8.0,0.0
U006272,3,5.0,1946.5,0.2,8.0,8.0,0.0
U006273,0,2.0,2701.44,0.5,6.0,6.0,0.0
U006274,2,5.0,1821.4999999999998,0.2,11.0,11.0,0.0
U006275,1,1.0,49.59,0.0,9.0,8.0,0.0
U006276,2,2.0,383.59999999999997,0.0,9.0,9.0,1.0
U006277,0,3.0,2132.25,0.6666666666666666,11.0,11.0,0.0
U006278,0,2.0,528.95,0.5,9.0,9.0,0.0
U006279,0,1.0,224.44,1.0,11.0,11.0,0.0
U006280,3,3.0,802.06,0.0,7.0,7.0,1.0
U006281,2,3.0,1944.82,0.0,13.0,13.0,0.0
U006282,1,1.0,875.51,0.0,6.0,6.0,0.0
U006283,2,1.0,110.42,0.0,10.0,10.0,0.0
U006284,1,3.0,2547.01,0.0,6.0,6.0,0.0
U006285,2,2.0,886.6700000000001,0.5,11.0,11.0,0.0
U006286,1,1.0,343.78,0.0,6.0,6.0,0.0
U006287,2,2.0,1334.1799999999998,0.0,13.0,13.0,0.0
U006288,1,0.0,0.0,0.0,5.0,5.0,0.0
U006289,2,0.0,0.0,0.0,9.0,9.0,0.0
U006290,0,2.0,1735.43,0.5,5.0,5.0,0.0
U006291,0,2.0,1364.71,0.5,9.0,9.0,0.0
U006292,1,0.0,0.0,0.0,8.0,8.0,0.0
U006293,0,1.0,55.25,1.0,8.0,8.0,0.0
U006294,3,3.0,2104.23,0.0,9.0,9.0,1.0
U006295,3,1.0,4106.99,0.0,5.0,5.0,1.0
U006296,3,3.0,4471.45,0.3333333333333333,8.0,8.0,2.0
U006297,2,1.0,290.73,0.0,13.0,13.0,0.0
U006298,0,2.0,484.76,0.5,8.0,8.0,1.0
U006299,3,5.0,1351.67,0.0,6.0,6.0,0.0
U006300,2,1.0,1174.48,0.0,9.0,9.0,0.0
U006301,0,1.0,297.78,1.0,7.0,7.0,0.0
U006302,3,4.0,2165.54,0.25,3.0,3.0,1.0
U006303,1,0.0,0.0,0.0,5.0,5.0,0.0
U006304,2,3.0,317.1,0.6666666666666666,12.0,12.0,0.0
U006305,0,1.0,82.98,1.0,9.0,9.0,0.0
U006306,1,3.0,1414.33,0.3333333333333333,2.0,2.0,0.0
U006307,1,1.0,359.66,0.0,8.0,8.0,0.0
U006308,1,3.0,875.55,0.0,7.0,7.0,0.0
U006309,3,3.0,1476.72,0.3333333333333333,10.0,10.0,1.0
U006310,3,8.0,4242.41,0.25,10.0,10.0,2.0
U006311,3,3.0,5489.5,0.0,7.0,7.0,2.0
U006312,1,2.0,304.25,0.0,6.0,6.0,0.0
U006313,3,5.0,1660.21,0.2,10.0,10.0,0.0
U006314,2,1.0,2212.5,0.0,12.0,12.0,0.0
U006315,1,1.0,315.58,0.0,4.0,4.0,0.0
U006316,1,1.0,90.37,0.0,8.0,8.0,0.0
U006317,1,0.0,0.0,0.0,7.0,7.0,0.0
U006318,3,6.0,5694.78,0.16666666666666666,6.0,6.0,1.0
U006319,3,5.0,1965.04,0.0,9.0,9.0,1.0
U006320,1,0.0,0.0,0.0,5.0,5.0,0.0
U006321,0,3.0,2356.7200000000003,0.3333333333333333,9.0,9.0,0.0
U006322,0,1.0,1675.37,1.0,7.0,7.0,0.0
U006323,2,4.0,1183.01,0.25,10.0,10.0,0.0
U006324,1,2.0,663.1,0.0,8.0,8.0,1.0
U006325,1,1.0,593.58,0.0,7.0,7.0,0.0
U006326,0,1.0,451.45,1.0,8.0,8.0,0.0
U006327,1,0.0,0.0,0.0,6.0,6.0,0.0
U006328,3,4.0,3186.22,0.25,4.0,4.0,0.0
U006329,2,0.0,0.0,0.0,12.0,12.0,0.0
U006330,3,3.0,562.54,0.0,11.0,11.0,2.0
U006331,1,0.0,0.0,0.0,5.0,5.0,0.0
U006332,2,0.0,0.0,0.0,12.0,12.0,0.0
U006333,3,4.0,2626.82,0.25,3.0,3.0,0.0
U006334,2,0.0,0.0,0.0,10.0,10.0,0.0
U006335,1,0.0,0.0,0.0,6.0,6.0,0.0
U006336,2,1.0,549.76,0.0,9.0,9.0,0.0
U006337,1,2.0,1041.22,0.0,8.0,8.0,1.0
U006338,1,1.0,1436.36,0.0,4.0,4.0,0.0
U006339,3,2.0,3686.9,0.0,8.0,8.0,1.0
U006340,2,0.0,0.0,0.0,10.0,10.0,0.0
U006341,3,3.0,4229.53,0.3333333333333333,5.0,5.0,1.0
U006342,2,1.0,477.08,0.0,9.0,9.0,0.0
